row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
434	CGB	false	true	false	false	false	false	false	false	false	false	false
435	MEB	false	false	false	false	false	false	false	true	false	false	false
436	MEB	false	false	false	false	false	false	false	true	false	false	false
437	MEB	false	false	false	false	false	false	false	true	false	false	false
438	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
439	OEEB	false	false	false	false	false	false	false	false	false	true	false
440	OD,LGS,OEEB,ITEB,BB,CGR	true	false	true	false	true	true	false	false	true	true	false
441	none	false	false	false	false	false	false	false	false	false	false	false
442	BB	true	false	false	false	false	false	false	false	false	false	false
443	CGB	false	true	false	false	false	false	false	false	false	false	false
444	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
445	OD	false	false	false	false	false	false	false	false	true	false	false
446	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
447	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
448	OD,LGS,LTG,ITEB	false	false	false	false	true	true	true	false	true	false	false
449	OEEB,CGB,BB,OD,CGR	true	true	true	false	false	false	false	false	true	true	false
450	IIB	false	false	false	true	false	false	false	false	false	false	false
451	LTG	false	false	false	false	false	false	true	false	false	false	false
452	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false
453	LTG,OD,CGR	false	false	true	false	false	false	true	false	true	false	false
454	MEB	false	false	false	false	false	false	false	true	false	false	false
455	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
456	CGB,BB	true	true	false	false	false	false	false	false	false	false	false
457	CGB	false	true	false	false	false	false	false	false	false	false	false
458	IIB	false	false	false	true	false	false	false	false	false	false	false
459	CGB	false	true	false	false	false	false	false	false	false	false	false
460	REB	false	false	false	false	false	false	false	false	false	false	true
461	ITEB	false	false	false	false	true	false	false	false	false	false	false
462	REB	false	false	false	false	false	false	false	false	false	false	true
463	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
464	ITEB	false	false	false	false	true	false	false	false	false	false	false
465	REB	false	false	false	false	false	false	false	false	false	false	true
466	BB	true	false	false	false	false	false	false	false	false	false	false
467	CGB	false	true	false	false	false	false	false	false	false	false	false
468	OD,CGR,ITEB,CGB	false	true	true	false	true	false	false	false	true	false	false
469	REB	false	false	false	false	false	false	false	false	false	false	true
470	MEB,LTG,OEEB	false	false	false	false	false	false	true	true	false	true	false
471	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
472	MEB,BB,IIB,OD	true	false	false	true	false	false	false	true	true	false	false
473	BB	true	false	false	false	false	false	false	false	false	false	false
474	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false
475	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
476	MEB	false	false	false	false	false	false	false	true	false	false	false
477	OEEB	false	false	false	false	false	false	false	false	false	true	false
478	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
479	CGB,REB	false	true	false	false	false	false	false	false	false	false	true
480	CGB	false	true	false	false	false	false	false	false	false	false	false
481	CGB	false	true	false	false	false	false	false	false	false	false	false
482	CGB	false	true	false	false	false	false	false	false	false	false	false
483	none	false	false	false	false	false	false	false	false	false	false	false
484	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
485	MEB,OEEB,IIB,BB	true	false	false	true	false	false	false	true	false	true	false
486	OD,LGS,CGB	false	true	false	false	false	true	false	false	true	false	false
487	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
488	CGB,REB	false	true	false	false	false	false	false	false	false	false	true
489	MEB	false	false	false	false	false	false	false	true	false	false	false
490	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
491	IIB	false	false	false	true	false	false	false	false	false	false	false
492	MEB	false	false	false	false	false	false	false	true	false	false	false
493	MEB,ITEB,OEEB	false	false	false	false	true	false	false	true	false	true	false
494	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
495	BB	true	false	false	false	false	false	false	false	false	false	false
496	MEB	false	false	false	false	false	false	false	true	false	false	false
497	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
498	BB	true	false	false	false	false	false	false	false	false	false	false
499	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
500	MEB,OD,BB	true	false	false	false	false	false	false	true	true	false	false
501	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
502	ITEB	false	false	false	false	true	false	false	false	false	false	false
503	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
504	OEEB	false	false	false	false	false	false	false	false	false	true	false
505	OEEB	false	false	false	false	false	false	false	false	false	true	false
506	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
507	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
508	MEB	false	false	false	false	false	false	false	true	false	false	false
509	MEB,IIB,CGB	false	true	false	true	false	false	false	true	false	false	false
510	OEEB	false	false	false	false	false	false	false	false	false	true	false
511	LTG,ITEB	false	false	false	false	true	false	true	false	false	false	false
512	MEB	false	false	false	false	false	false	false	true	false	false	false
513	MEB,OEEB,LTG	false	false	false	false	false	false	true	true	false	true	false
514	REB,CGB,IIB	false	true	false	true	false	false	false	false	false	false	true
515	REB	false	false	false	false	false	false	false	false	false	false	true
516	MEB	false	false	false	false	false	false	false	true	false	false	false
517	REB,OEEB,BB	true	false	false	false	false	false	false	false	false	true	true
518	BB	true	false	false	false	false	false	false	false	false	false	false
519	OEEB	false	false	false	false	false	false	false	false	false	true	false
520	MEB,ITEB,OEEB	false	false	false	false	true	false	false	true	false	true	false
521	REB	false	false	false	false	false	false	false	false	false	false	true
522	CGB,BB,ITEB,OEEB	true	true	false	false	true	false	false	false	false	true	false
523	CGB,REB,LTG	false	true	false	false	false	false	true	false	false	false	true
524	IIB	false	false	false	true	false	false	false	false	false	false	false
525	OEEB	false	false	false	false	false	false	false	false	false	true	false
526	OEEB	false	false	false	false	false	false	false	false	false	true	false
527	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
528	OEEB	false	false	false	false	false	false	false	false	false	true	false
529	OEEB	false	false	false	false	false	false	false	false	false	true	false
530	IIB	false	false	false	true	false	false	false	false	false	false	false
531	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
532	OEEB	false	false	false	false	false	false	false	false	false	true	false
533	REB	false	false	false	false	false	false	false	false	false	false	true
534	OEEB,CGB	false	true	false	false	false	false	false	false	false	true	false
535	BB	true	false	false	false	false	false	false	false	false	false	false
536	ITEB,OEEB,MEB	false	false	false	false	true	false	false	true	false	true	false
537	OEEB	false	false	false	false	false	false	false	false	false	true	false
538	OEEB	false	false	false	false	false	false	false	false	false	true	false
539	BB	true	false	false	false	false	false	false	false	false	false	false
540	BB	true	false	false	false	false	false	false	false	false	false	false
541	IIB	false	false	false	true	false	false	false	false	false	false	false
542	MEB	false	false	false	false	false	false	false	true	false	false	false
543	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
544	REB,ITEB,MEB	false	false	false	false	true	false	false	true	false	false	true
545	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
546	CGB,LTG,OD,CGR	false	true	true	false	false	false	true	false	true	false	false
547	OD,LGS,BB,ITEB,MEB,OEEB	true	false	false	false	true	true	false	true	true	true	false
548	CGB,BB	true	true	false	false	false	false	false	false	false	false	false
549	CGB	false	true	false	false	false	false	false	false	false	false	false
550	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
551	BB	true	false	false	false	false	false	false	false	false	false	false
552	none	false	false	false	false	false	false	false	false	false	false	false
553	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
554	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
555	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false
556	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
557	MEB	false	false	false	false	false	false	false	true	false	false	false
558	OEEB,MEB,LTG	false	false	false	false	false	false	true	true	false	true	false
559	REB	false	false	false	false	false	false	false	false	false	false	true
560	IIB	false	false	false	true	false	false	false	false	false	false	false
561	none	false	false	false	false	false	false	false	false	false	false	false
562	MEB	false	false	false	false	false	false	false	true	false	false	false
563	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
564	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
565	BB,CGB,MEB,REB	true	true	false	false	false	false	false	true	false	false	true
566	BB	true	false	false	false	false	false	false	false	false	false	false
567	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
568	REB	false	false	false	false	false	false	false	false	false	false	true
569	BB,MEB,CGB	true	true	false	false	false	false	false	true	false	false	false
570	BB,IIB,CGB	true	true	false	true	false	false	false	false	false	false	false
571	none	false	false	false	false	false	false	false	false	false	false	false
572	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
573	IIB	false	false	false	true	false	false	false	false	false	false	false
574	BB,OEEB,MEB	true	false	false	false	false	false	false	true	false	true	false
575	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
576	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
577	IIB	false	false	false	true	false	false	false	false	false	false	false
578	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
579	OD,CGR,LTG,IIB,LGS	false	false	true	true	false	true	true	false	true	false	false
580	OEEB	false	false	false	false	false	false	false	false	false	true	false
581	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
582	LTG	false	false	false	false	false	false	true	false	false	false	false
583	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
584	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
585	BB	true	false	false	false	false	false	false	false	false	false	false
586	REB	false	false	false	false	false	false	false	false	false	false	true
587	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
588	ITEB	false	false	false	false	true	false	false	false	false	false	false
589	none	false	false	false	false	false	false	false	false	false	false	false
590	IIB	false	false	false	true	false	false	false	false	false	false	false
591	OEEB	false	false	false	false	false	false	false	false	false	true	false
592	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
593	MEB	false	false	false	false	false	false	false	true	false	false	false
594	REB	false	false	false	false	false	false	false	false	false	false	true
595	MEB	false	false	false	false	false	false	false	true	false	false	false
596	none	false	false	false	false	false	false	false	false	false	false	false
